description,year,value
CPIH WEIGHTS 01 : FOOD AND NON-ALCOHOLIC BEVERAGES,1988,141.0000
CPIH WEIGHTS 01 : FOOD AND NON-ALCOHOLIC BEVERAGES,1989,135.0000
CPIH WEIGHTS 01 : FOOD AND NON-ALCOHOLIC BEVERAGES,1990,143.0000
CPIH WEIGHTS 01 : FOOD AND NON-ALCOHOLIC BEVERAGES,1991,138.0000
CPIH WEIGHTS 01 : FOOD AND NON-ALCOHOLIC BEVERAGES,1992,133.0000
CPIH WEIGHTS 01 : FOOD AND NON-ALCOHOLIC BEVERAGES,1993,121.0000
CPIH WEIGHTS 01 : FOOD AND NON-ALCOHOLIC BEVERAGES,1994,120.0000
CPIH WEIGHTS 01 : FOOD AND NON-ALCOHOLIC BEVERAGES,1995,119.0000
CPIH WEIGHTS 01 : FOOD AND NON-ALCOHOLIC BEVERAGES,1996,120.0000
CPIH WEIGHTS 01 : FOOD AND NON-ALCOHOLIC BEVERAGES,1997,116.0000
CPIH WEIGHTS 01 : FOOD AND NON-ALCOHOLIC BEVERAGES,1998,112.0000
CPIH WEIGHTS 01 : FOOD AND NON-ALCOHOLIC BEVERAGES,1999,110.0000
CPIH WEIGHTS 01 : FOOD AND NON-ALCOHOLIC BEVERAGES,2000,93.0000
CPIH WEIGHTS 01 : FOOD AND NON-ALCOHOLIC BEVERAGES,2001,89.0000
CPIH WEIGHTS 01 : FOOD AND NON-ALCOHOLIC BEVERAGES,2002,89.0000
CPIH WEIGHTS 01 : FOOD AND NON-ALCOHOLIC BEVERAGES,2003,84.0000
CPIH WEIGHTS 01 : FOOD AND NON-ALCOHOLIC BEVERAGES,2004,84.0000
CPIH WEIGHTS 01 : FOOD AND NON-ALCOHOLIC BEVERAGES,2005,83.0000
CPIH WEIGHTS 01 : FOOD AND NON-ALCOHOLIC BEVERAGES,2006,80.0000
CPIH WEIGHTS 01 : FOOD AND NON-ALCOHOLIC BEVERAGES,2007,84.0000
CPIH WEIGHTS 01 : FOOD AND NON-ALCOHOLIC BEVERAGES,2008,87.0000
CPIH WEIGHTS 01 : FOOD AND NON-ALCOHOLIC BEVERAGES,2009,95.0000
CPIH WEIGHTS 01 : FOOD AND NON-ALCOHOLIC BEVERAGES,2010,87.0000
CPIH WEIGHTS 01 : FOOD AND NON-ALCOHOLIC BEVERAGES,2011,93.0000
CPIH WEIGHTS 01 : FOOD AND NON-ALCOHOLIC BEVERAGES,2012,89.0000
CPIH WEIGHTS 01 : FOOD AND NON-ALCOHOLIC BEVERAGES,2013,87.0000
CPIH WEIGHTS 01 : FOOD AND NON-ALCOHOLIC BEVERAGES,2014,90.0000
CPIH WEIGHTS 01 : FOOD AND NON-ALCOHOLIC BEVERAGES,2015,88.0000
CPIH WEIGHTS 01 : FOOD AND NON-ALCOHOLIC BEVERAGES,2016,83.0000
CPIH WEIGHTS 01 : FOOD AND NON-ALCOHOLIC BEVERAGES,2017,81.0000
CPIH WEIGHTS 01 : FOOD AND NON-ALCOHOLIC BEVERAGES,2018,83.0000
CPIH WEIGHTS 01 : FOOD AND NON-ALCOHOLIC BEVERAGES,2019,82.0000
CPIH WEIGHTS 01 : FOOD AND NON-ALCOHOLIC BEVERAGES,2020,79.0000
CPIH WEIGHTS 01 : FOOD AND NON-ALCOHOLIC BEVERAGES,2021,89.0000
CPIH WEIGHTS 01 : FOOD AND NON-ALCOHOLIC BEVERAGES,2022,93.0000
CPIH WEIGHTS 01 : FOOD AND NON-ALCOHOLIC BEVERAGES,2023,96.0000
CPIH WEIGHTS 01 : FOOD AND NON-ALCOHOLIC BEVERAGES,2024,91.3270
CPIH WEIGHTS 01 : FOOD AND NON-ALCOHOLIC BEVERAGES,2025,90.1944
CPIH WEIGHTS 01 : FOOD AND NON-ALCOHOLIC BEVERAGES,2026,86.3361
CPIH WEIGHTS 02.1 : ALCOHOLIC BEVERAGES,1988,20.0000
CPIH WEIGHTS 02.1 : ALCOHOLIC BEVERAGES,1989,22.0000
CPIH WEIGHTS 02.1 : ALCOHOLIC BEVERAGES,1990,21.0000
CPIH WEIGHTS 02.1 : ALCOHOLIC BEVERAGES,1991,21.0000
CPIH WEIGHTS 02.1 : ALCOHOLIC BEVERAGES,1992,25.0000
CPIH WEIGHTS 02.1 : ALCOHOLIC BEVERAGES,1993,22.0000
CPIH WEIGHTS 02.1 : ALCOHOLIC BEVERAGES,1994,22.0000
CPIH WEIGHTS 02.1 : ALCOHOLIC BEVERAGES,1995,24.0000
CPIH WEIGHTS 02.1 : ALCOHOLIC BEVERAGES,1996,28.0000
CPIH WEIGHTS 02.1 : ALCOHOLIC BEVERAGES,1997,28.0000
CPIH WEIGHTS 02.1 : ALCOHOLIC BEVERAGES,1998,25.0000
CPIH WEIGHTS 02.1 : ALCOHOLIC BEVERAGES,1999,23.0000
CPIH WEIGHTS 02.1 : ALCOHOLIC BEVERAGES,2000,20.0000
CPIH WEIGHTS 02.1 : ALCOHOLIC BEVERAGES,2001,16.0000
CPIH WEIGHTS 02.1 : ALCOHOLIC BEVERAGES,2002,16.0000
CPIH WEIGHTS 02.1 : ALCOHOLIC BEVERAGES,2003,15.0000
CPIH WEIGHTS 02.1 : ALCOHOLIC BEVERAGES,2004,15.0000
CPIH WEIGHTS 02.1 : ALCOHOLIC BEVERAGES,2005,15.0000
CPIH WEIGHTS 02.1 : ALCOHOLIC BEVERAGES,2006,15.0000
CPIH WEIGHTS 02.1 : ALCOHOLIC BEVERAGES,2007,14.0000
CPIH WEIGHTS 02.1 : ALCOHOLIC BEVERAGES,2008,14.0000
CPIH WEIGHTS 02.1 : ALCOHOLIC BEVERAGES,2009,16.0000
CPIH WEIGHTS 02.1 : ALCOHOLIC BEVERAGES,2010,15.0000
CPIH WEIGHTS 02.1 : ALCOHOLIC BEVERAGES,2011,16.0000
CPIH WEIGHTS 02.1 : ALCOHOLIC BEVERAGES,2012,14.0000
CPIH WEIGHTS 02.1 : ALCOHOLIC BEVERAGES,2013,16.0000
CPIH WEIGHTS 02.1 : ALCOHOLIC BEVERAGES,2014,16.0000
CPIH WEIGHTS 02.1 : ALCOHOLIC BEVERAGES,2015,15.0000
CPIH WEIGHTS 02.1 : ALCOHOLIC BEVERAGES,2016,15.0000
CPIH WEIGHTS 02.1 : ALCOHOLIC BEVERAGES,2017,16.0000
CPIH WEIGHTS 02.1 : ALCOHOLIC BEVERAGES,2018,16.0000
CPIH WEIGHTS 02.1 : ALCOHOLIC BEVERAGES,2019,15.0000
CPIH WEIGHTS 02.1 : ALCOHOLIC BEVERAGES,2020,16.0000
CPIH WEIGHTS 02.1 : ALCOHOLIC BEVERAGES,2021,18.0000
CPIH WEIGHTS 02.1 : ALCOHOLIC BEVERAGES,2022,21.0000
CPIH WEIGHTS 02.1 : ALCOHOLIC BEVERAGES,2023,18.0000
CPIH WEIGHTS 02.1 : ALCOHOLIC BEVERAGES,2024,16.8946
CPIH WEIGHTS 02.1 : ALCOHOLIC BEVERAGES,2025,16.0667
CPIH WEIGHTS 02.1 : ALCOHOLIC BEVERAGES,2026,16.1922
CPIH WEIGHTS 02.2 : TOBACCO,1988,32.0000
CPIH WEIGHTS 02.2 : TOBACCO,1989,31.0000
CPIH WEIGHTS 02.2 : TOBACCO,1990,31.0000
CPIH WEIGHTS 02.2 : TOBACCO,1991,29.0000
CPIH WEIGHTS 02.2 : TOBACCO,1992,32.0000
CPIH WEIGHTS 02.2 : TOBACCO,1993,28.0000
CPIH WEIGHTS 02.2 : TOBACCO,1994,30.0000
CPIH WEIGHTS 02.2 : TOBACCO,1995,29.0000
CPIH WEIGHTS 02.2 : TOBACCO,1996,27.0000
CPIH WEIGHTS 02.2 : TOBACCO,1997,28.0000
CPIH WEIGHTS 02.2 : TOBACCO,1998,28.0000
CPIH WEIGHTS 02.2 : TOBACCO,1999,26.0000
CPIH WEIGHTS 02.2 : TOBACCO,2000,25.0000
CPIH WEIGHTS 02.2 : TOBACCO,2001,22.0000
CPIH WEIGHTS 02.2 : TOBACCO,2002,25.0000
CPIH WEIGHTS 02.2 : TOBACCO,2003,22.0000
CPIH WEIGHTS 02.2 : TOBACCO,2004,22.0000
CPIH WEIGHTS 02.2 : TOBACCO,2005,21.0000
CPIH WEIGHTS 02.2 : TOBACCO,2006,20.0000
CPIH WEIGHTS 02.2 : TOBACCO,2007,20.0000
CPIH WEIGHTS 02.2 : TOBACCO,2008,19.0000
CPIH WEIGHTS 02.2 : TOBACCO,2009,18.0000
CPIH WEIGHTS 02.2 : TOBACCO,2010,18.0000
CPIH WEIGHTS 02.2 : TOBACCO,2011,19.0000
CPIH WEIGHTS 02.2 : TOBACCO,2012,19.0000
CPIH WEIGHTS 02.2 : TOBACCO,2013,19.0000
CPIH WEIGHTS 02.2 : TOBACCO,2014,20.0000
CPIH WEIGHTS 02.2 : TOBACCO,2015,19.0000
CPIH WEIGHTS 02.2 : TOBACCO,2016,19.0000
CPIH WEIGHTS 02.2 : TOBACCO,2017,18.0000
CPIH WEIGHTS 02.2 : TOBACCO,2018,18.0000
CPIH WEIGHTS 02.2 : TOBACCO,2019,17.0000
CPIH WEIGHTS 02.2 : TOBACCO,2020,16.0000
CPIH WEIGHTS 02.2 : TOBACCO,2021,17.0000
CPIH WEIGHTS 02.2 : TOBACCO,2022,18.0000
CPIH WEIGHTS 02.2 : TOBACCO,2023,17.0000
CPIH WEIGHTS 02.2 : TOBACCO,2024,14.7053
CPIH WEIGHTS 02.2 : TOBACCO,2025,14.8437
CPIH WEIGHTS 02.2 : TOBACCO,2026,12.6818
CPIH WEIGHTS 12.1.2/3 : Appliances and products for personal care,1988,12.0000
CPIH WEIGHTS 12.1.2/3 : Appliances and products for personal care,1989,11.0000
CPIH WEIGHTS 12.1.2/3 : Appliances and products for personal care,1990,13.0000
CPIH WEIGHTS 12.1.2/3 : Appliances and products for personal care,1991,12.0000
CPIH WEIGHTS 12.1.2/3 : Appliances and products for personal care,1992,12.0000
CPIH WEIGHTS 12.1.2/3 : Appliances and products for personal care,1993,10.0000
CPIH WEIGHTS 12.1.2/3 : Appliances and products for personal care,1994,10.0000
CPIH WEIGHTS 12.1.2/3 : Appliances and products for personal care,1995,13.0000
CPIH WEIGHTS 12.1.2/3 : Appliances and products for personal care,1996,15.0000
CPIH WEIGHTS 12.1.2/3 : Appliances and products for personal care,1997,16.0000
CPIH WEIGHTS 12.1.2/3 : Appliances and products for personal care,1998,15.0000
CPIH WEIGHTS 12.1.2/3 : Appliances and products for personal care,1999,15.0000
CPIH WEIGHTS 12.1.2/3 : Appliances and products for personal care,2000,17.0000
CPIH WEIGHTS 12.1.2/3 : Appliances and products for personal care,2001,16.0000
CPIH WEIGHTS 12.1.2/3 : Appliances and products for personal care,2002,15.0000
CPIH WEIGHTS 12.1.2/3 : Appliances and products for personal care,2003,15.0000
CPIH WEIGHTS 12.1.2/3 : Appliances and products for personal care,2004,15.0000
CPIH WEIGHTS 12.1.2/3 : Appliances and products for personal care,2005,17.0000
CPIH WEIGHTS 12.1.2/3 : Appliances and products for personal care,2006,19.0000
CPIH WEIGHTS 12.1.2/3 : Appliances and products for personal care,2007,18.0000
CPIH WEIGHTS 12.1.2/3 : Appliances and products for personal care,2008,18.0000
CPIH WEIGHTS 12.1.2/3 : Appliances and products for personal care,2009,18.0000
CPIH WEIGHTS 12.1.2/3 : Appliances and products for personal care,2010,17.0000
CPIH WEIGHTS 12.1.2/3 : Appliances and products for personal care,2011,17.0000
CPIH WEIGHTS 12.1.2/3 : Appliances and products for personal care,2012,16.0000
CPIH WEIGHTS 12.1.2/3 : Appliances and products for personal care,2013,17.0000
CPIH WEIGHTS 12.1.2/3 : Appliances and products for personal care,2014,18.0000
CPIH WEIGHTS 12.1.2/3 : Appliances and products for personal care,2015,19.0000
CPIH WEIGHTS 12.1.2/3 : Appliances and products for personal care,2016,19.0000
CPIH WEIGHTS 12.1.2/3 : Appliances and products for personal care,2017,19.0000
CPIH WEIGHTS 12.1.2/3 : Appliances and products for personal care,2018,19.0000
CPIH WEIGHTS 12.1.2/3 : Appliances and products for personal care,2019,18.0000
CPIH WEIGHTS 12.1.2/3 : Appliances and products for personal care,2020,17.0000
CPIH WEIGHTS 12.1.2/3 : Appliances and products for personal care,2021,19.0000
CPIH WEIGHTS 12.1.2/3 : Appliances and products for personal care,2022,19.0000
CPIH WEIGHTS 12.1.2/3 : Appliances and products for personal care,2023,16.0000
CPIH WEIGHTS 12.1.2/3 : Appliances and products for personal care,2024,17.4124
CPIH WEIGHTS 12.1.2/3 : Appliances and products for personal care,2025,18.8351
CPIH WEIGHTS 12.1.2/3 : Appliances and products for personal care,2026,16.4702
CPIH WEIGHTS 05.6.1 : NON-DURABLE HOUSEHOLD GOODS,1988,9.0000
CPIH WEIGHTS 05.6.1 : NON-DURABLE HOUSEHOLD GOODS,1989,8.0000
CPIH WEIGHTS 05.6.1 : NON-DURABLE HOUSEHOLD GOODS,1990,9.0000
CPIH WEIGHTS 05.6.1 : NON-DURABLE HOUSEHOLD GOODS,1991,7.0000
CPIH WEIGHTS 05.6.1 : NON-DURABLE HOUSEHOLD GOODS,1992,7.0000
CPIH WEIGHTS 05.6.1 : NON-DURABLE HOUSEHOLD GOODS,1993,8.0000
CPIH WEIGHTS 05.6.1 : NON-DURABLE HOUSEHOLD GOODS,1994,7.0000
CPIH WEIGHTS 05.6.1 : NON-DURABLE HOUSEHOLD GOODS,1995,7.0000
CPIH WEIGHTS 05.6.1 : NON-DURABLE HOUSEHOLD GOODS,1996,7.0000
CPIH WEIGHTS 05.6.1 : NON-DURABLE HOUSEHOLD GOODS,1997,7.0000
CPIH WEIGHTS 05.6.1 : NON-DURABLE HOUSEHOLD GOODS,1998,6.0000
CPIH WEIGHTS 05.6.1 : NON-DURABLE HOUSEHOLD GOODS,1999,6.0000
CPIH WEIGHTS 05.6.1 : NON-DURABLE HOUSEHOLD GOODS,2000,6.0000
CPIH WEIGHTS 05.6.1 : NON-DURABLE HOUSEHOLD GOODS,2001,6.0000
CPIH WEIGHTS 05.6.1 : NON-DURABLE HOUSEHOLD GOODS,2002,4.0000
CPIH WEIGHTS 05.6.1 : NON-DURABLE HOUSEHOLD GOODS,2003,4.0000
CPIH WEIGHTS 05.6.1 : NON-DURABLE HOUSEHOLD GOODS,2004,4.0000
CPIH WEIGHTS 05.6.1 : NON-DURABLE HOUSEHOLD GOODS,2005,4.0000
CPIH WEIGHTS 05.6.1 : NON-DURABLE HOUSEHOLD GOODS,2006,4.0000
CPIH WEIGHTS 05.6.1 : NON-DURABLE HOUSEHOLD GOODS,2007,4.0000
CPIH WEIGHTS 05.6.1 : NON-DURABLE HOUSEHOLD GOODS,2008,4.0000
CPIH WEIGHTS 05.6.1 : NON-DURABLE HOUSEHOLD GOODS,2009,5.0000
CPIH WEIGHTS 05.6.1 : NON-DURABLE HOUSEHOLD GOODS,2010,4.0000
CPIH WEIGHTS 05.6.1 : NON-DURABLE HOUSEHOLD GOODS,2011,5.0000
CPIH WEIGHTS 05.6.1 : NON-DURABLE HOUSEHOLD GOODS,2012,4.0000
CPIH WEIGHTS 05.6.1 : NON-DURABLE HOUSEHOLD GOODS,2013,4.0000
CPIH WEIGHTS 05.6.1 : NON-DURABLE HOUSEHOLD GOODS,2014,4.0000
CPIH WEIGHTS 05.6.1 : NON-DURABLE HOUSEHOLD GOODS,2015,4.0000
CPIH WEIGHTS 05.6.1 : NON-DURABLE HOUSEHOLD GOODS,2016,4.0000
CPIH WEIGHTS 05.6.1 : NON-DURABLE HOUSEHOLD GOODS,2017,4.0000
CPIH WEIGHTS 05.6.1 : NON-DURABLE HOUSEHOLD GOODS,2018,4.0000
CPIH WEIGHTS 05.6.1 : NON-DURABLE HOUSEHOLD GOODS,2019,3.0000
CPIH WEIGHTS 05.6.1 : NON-DURABLE HOUSEHOLD GOODS,2020,3.0000
CPIH WEIGHTS 05.6.1 : NON-DURABLE HOUSEHOLD GOODS,2021,3.0000
CPIH WEIGHTS 05.6.1 : NON-DURABLE HOUSEHOLD GOODS,2022,6.0000
CPIH WEIGHTS 05.6.1 : NON-DURABLE HOUSEHOLD GOODS,2023,6.0000
CPIH WEIGHTS 05.6.1 : NON-DURABLE HOUSEHOLD GOODS,2024,5.2722
CPIH WEIGHTS 05.6.1 : NON-DURABLE HOUSEHOLD GOODS,2025,4.5502
CPIH WEIGHTS 05.6.1 : NON-DURABLE HOUSEHOLD GOODS,2026,4.6459
CPIH WEIGHTS 04.2: OWNER OCCUPIERS' HOUSING COSTS,1988,200.0000
CPIH WEIGHTS 04.2: OWNER OCCUPIERS' HOUSING COSTS,1989,213.0000
CPIH WEIGHTS 04.2: OWNER OCCUPIERS' HOUSING COSTS,1990,196.0000
CPIH WEIGHTS 04.2: OWNER OCCUPIERS' HOUSING COSTS,1991,201.0000
CPIH WEIGHTS 04.2: OWNER OCCUPIERS' HOUSING COSTS,1992,204.0000
CPIH WEIGHTS 04.2: OWNER OCCUPIERS' HOUSING COSTS,1993,215.0000
CPIH WEIGHTS 04.2: OWNER OCCUPIERS' HOUSING COSTS,1994,217.0000
CPIH WEIGHTS 04.2: OWNER OCCUPIERS' HOUSING COSTS,1995,216.0000
CPIH WEIGHTS 04.2: OWNER OCCUPIERS' HOUSING COSTS,1996,206.0000
CPIH WEIGHTS 04.2: OWNER OCCUPIERS' HOUSING COSTS,1997,204.0000
CPIH WEIGHTS 04.2: OWNER OCCUPIERS' HOUSING COSTS,1998,200.0000
CPIH WEIGHTS 04.2: OWNER OCCUPIERS' HOUSING COSTS,1999,200.0000
CPIH WEIGHTS 04.2: OWNER OCCUPIERS' HOUSING COSTS,2000,188.0000
CPIH WEIGHTS 04.2: OWNER OCCUPIERS' HOUSING COSTS,2001,186.0000
CPIH WEIGHTS 04.2: OWNER OCCUPIERS' HOUSING COSTS,2002,183.0000
CPIH WEIGHTS 04.2: OWNER OCCUPIERS' HOUSING COSTS,2003,181.0000
CPIH WEIGHTS 04.2: OWNER OCCUPIERS' HOUSING COSTS,2004,178.0000
CPIH WEIGHTS 04.2: OWNER OCCUPIERS' HOUSING COSTS,2005,191.0000
CPIH WEIGHTS 04.2: OWNER OCCUPIERS' HOUSING COSTS,2006,187.0000
CPIH WEIGHTS 04.2: OWNER OCCUPIERS' HOUSING COSTS,2007,181.0000
CPIH WEIGHTS 04.2: OWNER OCCUPIERS' HOUSING COSTS,2008,179.0000
CPIH WEIGHTS 04.2: OWNER OCCUPIERS' HOUSING COSTS,2009,176.0000
CPIH WEIGHTS 04.2: OWNER OCCUPIERS' HOUSING COSTS,2010,171.0000
CPIH WEIGHTS 04.2: OWNER OCCUPIERS' HOUSING COSTS,2011,170.0000
CPIH WEIGHTS 04.2: OWNER OCCUPIERS' HOUSING COSTS,2012,169.0000
CPIH WEIGHTS 04.2: OWNER OCCUPIERS' HOUSING COSTS,2013,167.0000
CPIH WEIGHTS 04.2: OWNER OCCUPIERS' HOUSING COSTS,2014,169.0000
CPIH WEIGHTS 04.2: OWNER OCCUPIERS' HOUSING COSTS,2015,170.0000
CPIH WEIGHTS 04.2: OWNER OCCUPIERS' HOUSING COSTS,2016,171.0000
CPIH WEIGHTS 04.2: OWNER OCCUPIERS' HOUSING COSTS,2017,174.0000
CPIH WEIGHTS 04.2: OWNER OCCUPIERS' HOUSING COSTS,2018,169.0000
CPIH WEIGHTS 04.2: OWNER OCCUPIERS' HOUSING COSTS,2019,165.0000
CPIH WEIGHTS 04.2: OWNER OCCUPIERS' HOUSING COSTS,2020,163.0000
CPIH WEIGHTS 04.2: OWNER OCCUPIERS' HOUSING COSTS,2021,185.0000
CPIH WEIGHTS 04.2: OWNER OCCUPIERS' HOUSING COSTS,2022,173.0000
CPIH WEIGHTS 04.2: OWNER OCCUPIERS' HOUSING COSTS,2023,160.0000
CPIH WEIGHTS 04.2: OWNER OCCUPIERS' HOUSING COSTS,2024,164.9257
CPIH WEIGHTS 04.2: OWNER OCCUPIERS' HOUSING COSTS,2025,170.7350
CPIH WEIGHTS 04.2: OWNER OCCUPIERS' HOUSING COSTS,2026,180.5281
CPIH WEIGHTS 04.3 : REGULAR MAINTENANCE AND REPAIR OF THE DWELLING,1988,21.0000
CPIH WEIGHTS 04.3 : REGULAR MAINTENANCE AND REPAIR OF THE DWELLING,1989,18.0000
CPIH WEIGHTS 04.3 : REGULAR MAINTENANCE AND REPAIR OF THE DWELLING,1990,18.0000
CPIH WEIGHTS 04.3 : REGULAR MAINTENANCE AND REPAIR OF THE DWELLING,1991,17.0000
CPIH WEIGHTS 04.3 : REGULAR MAINTENANCE AND REPAIR OF THE DWELLING,1992,19.0000
CPIH WEIGHTS 04.3 : REGULAR MAINTENANCE AND REPAIR OF THE DWELLING,1993,19.0000
CPIH WEIGHTS 04.3 : REGULAR MAINTENANCE AND REPAIR OF THE DWELLING,1994,17.0000
CPIH WEIGHTS 04.3 : REGULAR MAINTENANCE AND REPAIR OF THE DWELLING,1995,18.0000
CPIH WEIGHTS 04.3 : REGULAR MAINTENANCE AND REPAIR OF THE DWELLING,1996,15.0000
CPIH WEIGHTS 04.3 : REGULAR MAINTENANCE AND REPAIR OF THE DWELLING,1997,15.0000
CPIH WEIGHTS 04.3 : REGULAR MAINTENANCE AND REPAIR OF THE DWELLING,1998,16.0000
CPIH WEIGHTS 04.3 : REGULAR MAINTENANCE AND REPAIR OF THE DWELLING,1999,15.0000
CPIH WEIGHTS 04.3 : REGULAR MAINTENANCE AND REPAIR OF THE DWELLING,2000,16.0000
CPIH WEIGHTS 04.3 : REGULAR MAINTENANCE AND REPAIR OF THE DWELLING,2001,16.0000
CPIH WEIGHTS 04.3 : REGULAR MAINTENANCE AND REPAIR OF THE DWELLING,2002,15.0000
CPIH WEIGHTS 04.3 : REGULAR MAINTENANCE AND REPAIR OF THE DWELLING,2003,14.0000
CPIH WEIGHTS 04.3 : REGULAR MAINTENANCE AND REPAIR OF THE DWELLING,2004,16.0000
CPIH WEIGHTS 04.3 : REGULAR MAINTENANCE AND REPAIR OF THE DWELLING,2005,15.0000
CPIH WEIGHTS 04.3 : REGULAR MAINTENANCE AND REPAIR OF THE DWELLING,2006,15.0000
CPIH WEIGHTS 04.3 : REGULAR MAINTENANCE AND REPAIR OF THE DWELLING,2007,14.0000
CPIH WEIGHTS 04.3 : REGULAR MAINTENANCE AND REPAIR OF THE DWELLING,2008,14.0000
CPIH WEIGHTS 04.3 : REGULAR MAINTENANCE AND REPAIR OF THE DWELLING,2009,15.0000
CPIH WEIGHTS 04.3 : REGULAR MAINTENANCE AND REPAIR OF THE DWELLING,2010,14.0000
CPIH WEIGHTS 04.3 : REGULAR MAINTENANCE AND REPAIR OF THE DWELLING,2011,15.0000
CPIH WEIGHTS 04.3 : REGULAR MAINTENANCE AND REPAIR OF THE DWELLING,2012,12.0000
CPIH WEIGHTS 04.3 : REGULAR MAINTENANCE AND REPAIR OF THE DWELLING,2013,13.0000
CPIH WEIGHTS 04.3 : REGULAR MAINTENANCE AND REPAIR OF THE DWELLING,2014,2.0000
CPIH WEIGHTS 04.3 : REGULAR MAINTENANCE AND REPAIR OF THE DWELLING,2015,2.0000
CPIH WEIGHTS 04.3 : REGULAR MAINTENANCE AND REPAIR OF THE DWELLING,2016,2.0000
CPIH WEIGHTS 04.3 : REGULAR MAINTENANCE AND REPAIR OF THE DWELLING,2017,2.0000
CPIH WEIGHTS 04.3 : REGULAR MAINTENANCE AND REPAIR OF THE DWELLING,2018,2.0000
CPIH WEIGHTS 04.3 : REGULAR MAINTENANCE AND REPAIR OF THE DWELLING,2019,3.0000
CPIH WEIGHTS 04.3 : REGULAR MAINTENANCE AND REPAIR OF THE DWELLING,2020,2.0000
CPIH WEIGHTS 04.3 : REGULAR MAINTENANCE AND REPAIR OF THE DWELLING,2021,2.0000
CPIH WEIGHTS 04.3 : REGULAR MAINTENANCE AND REPAIR OF THE DWELLING,2022,4.0000
CPIH WEIGHTS 04.3 : REGULAR MAINTENANCE AND REPAIR OF THE DWELLING,2023,2.0000
CPIH WEIGHTS 04.3 : REGULAR MAINTENANCE AND REPAIR OF THE DWELLING,2024,2.3127
CPIH WEIGHTS 04.3 : REGULAR MAINTENANCE AND REPAIR OF THE DWELLING,2025,2.3959
CPIH WEIGHTS 04.3 : REGULAR MAINTENANCE AND REPAIR OF THE DWELLING,2026,2.5365
CPIH WEIGHTS 04.1 : ACTUAL RENTS FOR HOUSING,1988,29.0000
CPIH WEIGHTS 04.1 : ACTUAL RENTS FOR HOUSING,1989,29.0000
CPIH WEIGHTS 04.1 : ACTUAL RENTS FOR HOUSING,1990,30.0000
CPIH WEIGHTS 04.1 : ACTUAL RENTS FOR HOUSING,1991,31.0000
CPIH WEIGHTS 04.1 : ACTUAL RENTS FOR HOUSING,1992,32.0000
CPIH WEIGHTS 04.1 : ACTUAL RENTS FOR HOUSING,1993,34.0000
CPIH WEIGHTS 04.1 : ACTUAL RENTS FOR HOUSING,1994,37.0000
CPIH WEIGHTS 04.1 : ACTUAL RENTS FOR HOUSING,1995,40.0000
CPIH WEIGHTS 04.1 : ACTUAL RENTS FOR HOUSING,1996,43.0000
CPIH WEIGHTS 04.1 : ACTUAL RENTS FOR HOUSING,1997,43.0000
CPIH WEIGHTS 04.1 : ACTUAL RENTS FOR HOUSING,1998,44.0000
CPIH WEIGHTS 04.1 : ACTUAL RENTS FOR HOUSING,1999,44.0000
CPIH WEIGHTS 04.1 : ACTUAL RENTS FOR HOUSING,2000,42.0000
CPIH WEIGHTS 04.1 : ACTUAL RENTS FOR HOUSING,2001,42.0000
CPIH WEIGHTS 04.1 : ACTUAL RENTS FOR HOUSING,2002,40.0000
CPIH WEIGHTS 04.1 : ACTUAL RENTS FOR HOUSING,2003,40.0000
CPIH WEIGHTS 04.1 : ACTUAL RENTS FOR HOUSING,2004,38.0000
CPIH WEIGHTS 04.1 : ACTUAL RENTS FOR HOUSING,2005,37.0000
CPIH WEIGHTS 04.1 : ACTUAL RENTS FOR HOUSING,2006,37.0000
CPIH WEIGHTS 04.1 : ACTUAL RENTS FOR HOUSING,2007,39.0000
CPIH WEIGHTS 04.1 : ACTUAL RENTS FOR HOUSING,2008,40.0000
CPIH WEIGHTS 04.1 : ACTUAL RENTS FOR HOUSING,2009,41.0000
CPIH WEIGHTS 04.1 : ACTUAL RENTS FOR HOUSING,2010,43.0000
CPIH WEIGHTS 04.1 : ACTUAL RENTS FOR HOUSING,2011,46.0000
CPIH WEIGHTS 04.1 : ACTUAL RENTS FOR HOUSING,2012,52.0000
CPIH WEIGHTS 04.1 : ACTUAL RENTS FOR HOUSING,2013,50.0000
CPIH WEIGHTS 04.1 : ACTUAL RENTS FOR HOUSING,2014,56.0000
CPIH WEIGHTS 04.1 : ACTUAL RENTS FOR HOUSING,2015,58.0000
CPIH WEIGHTS 04.1 : ACTUAL RENTS FOR HOUSING,2016,58.0000
CPIH WEIGHTS 04.1 : ACTUAL RENTS FOR HOUSING,2017,56.0000
CPIH WEIGHTS 04.1 : ACTUAL RENTS FOR HOUSING,2018,69.0000
CPIH WEIGHTS 04.1 : ACTUAL RENTS FOR HOUSING,2019,69.0000
CPIH WEIGHTS 04.1 : ACTUAL RENTS FOR HOUSING,2020,68.0000
CPIH WEIGHTS 04.1 : ACTUAL RENTS FOR HOUSING,2021,74.0000
CPIH WEIGHTS 04.1 : ACTUAL RENTS FOR HOUSING,2022,69.0000
CPIH WEIGHTS 04.1 : ACTUAL RENTS FOR HOUSING,2023,64.0000
CPIH WEIGHTS 04.1 : ACTUAL RENTS FOR HOUSING,2024,63.1880
CPIH WEIGHTS 04.1 : ACTUAL RENTS FOR HOUSING,2025,65.2643
CPIH WEIGHTS 04.1 : ACTUAL RENTS FOR HOUSING,2026,66.1280
